! year          LOD
! [a]           [ms]
  1992.439      1.851
  1992.442      1.721
  1992.445      1.591
  1992.448      1.468
  1992.450      1.371
  1992.453      1.329
  1992.456      1.356
  1992.459      1.432
  1992.461      1.518
  1992.464      1.603
  1992.467      1.705
  1992.470      1.813
  1992.472      1.877
  1992.475      1.869
  1992.478      1.799
  1992.480      1.714
  1992.483      1.629
  1992.486      1.493
  1992.489      1.275
  1992.491      1.089
  1992.494      1.087
  1992.497      1.251
  1992.500      1.459
  1992.502      1.651
  1992.505      1.782
  1992.508      1.804
  1992.511      1.708
  1992.513      1.532
  1992.516      1.331
  1992.519      1.137
  1992.522      0.977
  1992.524      0.878
  1992.527      0.841
  1992.530      0.854
  1992.533      0.912
  1992.535      1.016
  1992.538      1.151
  1992.541      1.285
  1992.543      1.399
  1992.546      1.489
  1992.549      1.544
  1992.552      1.552
  1992.554      1.512
  1992.557      1.439
  1992.560      1.359
  1992.563      1.292
  1992.565      1.246
  1992.568      1.248
  1992.571      1.335
  1992.574      1.515
  1992.576      1.754
  1992.579      1.982
  1992.582      2.126
  1992.585      2.140
  1992.587      2.031
  1992.590      1.848
  1992.593      1.646
  1992.595      1.463
  1992.598      1.322
  1992.601      1.229
  1992.604      1.181
  1992.606      1.202
  1992.609      1.315
  1992.612      1.500
  1992.615      1.690
  1992.617      1.831
  1992.620      1.902
  1992.623      1.909
  1992.626      1.876
  1992.628      1.830
  1992.631      1.773
  1992.634      1.690
  1992.637      1.592
  1992.639      1.550
  1992.642      1.594
  1992.645      1.709
  1992.648      1.895
  1992.650      2.154
  1992.653      2.437
  1992.656      2.664
  1992.658      2.747
  1992.661      2.647
  1992.664      2.404
  1992.667      2.096
  1992.669      1.800
  1992.672      1.566
  1992.675      1.417
  1992.678      1.360
  1992.680      1.389
  1992.683      1.495
  1992.686      1.657
  1992.689      1.842
  1992.691      2.003
  1992.694      2.104
  1992.697      2.136
  1992.700      2.113
  1992.702      2.051
  1992.705      1.954
  1992.708      1.832
  1992.710      1.713
  1992.713      1.633
  1992.716      1.613
  1992.719      1.657
  1992.721      1.768
  1992.724      1.953
  1992.727      2.199
  1992.730      2.447
  1992.732      2.618
  1992.735      2.658
  1992.738      2.569
  1992.741      2.389
  1992.743      2.180
  1992.746      1.992
  1992.749      1.856
  1992.752      1.785
  1992.754      1.781
  1992.757      1.839
  1992.760      1.951
  1992.762      2.099
  1992.765      2.255
  1992.768      2.389
  1992.771      2.477
  1992.773      2.502
  1992.776      2.465
  1992.779      2.376
  1992.782      2.260
  1992.784      2.147
  1992.787      2.064
  1992.790      2.033
  1992.793      2.073
  1992.795      2.196
  1992.798      2.404
  1992.801      2.675
  1992.804      2.953
  1992.806      3.149
  1992.809      3.198
  1992.812      3.104
  1992.815      2.915
  1992.817      2.673
  1992.820      2.425
  1992.823      2.222
  1992.825      2.109
  1992.828      2.093
  1992.831      2.146
  1992.834      2.216
  1992.836      2.269
  1992.839      2.319
  1992.842      2.395
  1992.845      2.479
  1992.847      2.524
  1992.850      2.510
  1992.853      2.441
  1992.856      2.338
  1992.858      2.229
  1992.861      2.139
  1992.864      2.088
  1992.867      2.088
  1992.869      2.165
  1992.872      2.330
  1992.875      2.563
  1992.877      2.809
  1992.880      2.997
  1992.883      3.068
  1992.886      3.001
  1992.888      2.833
  1992.891      2.635
  1992.894      2.462
  1992.897      2.338
  1992.899      2.261
  1992.902      2.213
  1992.905      2.176
  1992.908      2.148
  1992.910      2.150
  1992.913      2.219
  1992.916      2.373
  1992.919      2.571
  1992.921      2.713
  1992.924      2.743
  1992.927      2.692
  1992.930      2.609
  1992.932      2.518
  1992.935      2.436
  1992.938      2.381
  1992.940      2.362
  1992.943      2.382
  1992.946      2.465
  1992.949      2.630
  1992.951      2.834
  1992.954      2.983
  1992.957      3.013
  1992.960      2.958
  1992.962      2.856
  1992.965      2.675
  1992.968      2.407
  1992.971      2.138
  1992.973      1.972
  1992.976      1.935
  1992.979      1.988
  1992.982      2.091
  1992.984      2.220
  1992.987      2.359
  1992.990      2.495
  1992.992      2.612
  1992.995      2.694
  1992.998      2.728
  1993.001      2.707
  1993.003      2.677
  1993.006      2.573
  1993.009      2.479
  1993.012      2.435
  1993.014      2.420
  1993.017      2.430
  1993.020      2.499
  1993.023      2.634
  1993.025      2.768
  1993.028      2.869
  1993.031      2.944
  1993.034      2.960
  1993.036      2.894
  1993.039      2.724
  1993.042      2.489
  1993.044      2.274
  1993.047      2.121
  1993.050      2.041
  1993.053      2.046
  1993.055      2.125
  1993.058      2.233
  1993.061      2.318
  1993.064      2.401
  1993.066      2.521
  1993.069      2.649
  1993.072      2.736
  1993.075      2.750
  1993.077      2.712
  1993.080      2.629
  1993.083      2.509
  1993.086      2.389
  1993.088      2.340
  1993.091      2.393
  1993.094      2.457
  1993.097      2.632
  1993.099      2.932
  1993.102      3.158
  1993.105      3.304
  1993.107      3.377
  1993.110      3.298
  1993.113      3.093
  1993.116      2.803
  1993.118      2.526
  1993.121      2.343
  1993.124      2.200
  1993.127      2.185
  1993.129      2.268
  1993.132      2.349
  1993.135      2.490
  1993.138      2.651
  1993.140      2.768
  1993.143      2.839
  1993.146      2.855
  1993.149      2.815
  1993.151      2.707
  1993.154      2.565
  1993.157      2.443
  1993.159      2.326
  1993.162      2.236
  1993.165      2.195
  1993.168      2.231
  1993.170      2.391
  1993.173      2.609
  1993.176      2.822
  1993.179      3.025
  1993.181      3.194
  1993.184      3.274
  1993.187      3.210
  1993.190      3.039
  1993.192      2.852
  1993.195      2.680
  1993.198      2.544
  1993.201      2.477
  1993.203      2.489
  1993.206      2.563
  1993.209      2.636
  1993.211      2.696
  1993.214      2.797
  1993.217      2.882
  1993.220      2.885
  1993.222      2.857
  1993.225      2.828
  1993.228      2.757
  1993.231      2.594
  1993.233      2.442
  1993.236      2.385
  1993.239      2.325
  1993.242      2.305
  1993.244      2.383
  1993.247      2.525
  1993.250      2.743
  1993.253      2.994
  1993.255      3.194
  1993.258      3.318
  1993.261      3.349
  1993.264      3.233
  1993.266      3.034
  1993.269      2.863
  1993.272      2.728
  1993.274      2.637
  1993.277      2.614
  1993.280      2.654
  1993.283      2.741
  1993.285      2.850
  1993.288      2.941
  1993.291      2.980
  1993.294      2.966
  1993.296      2.911
  1993.299      2.841
  1993.302      2.791
  1993.305      2.787
  1993.307      2.737
  1993.310      2.599
  1993.313      2.526
  1993.316      2.538
  1993.318      2.574
  1993.321      2.708
  1993.324      2.963
  1993.326      3.166
  1993.329      3.361
  1993.332      3.507
  1993.335      3.468
  1993.337      3.300
  1993.340      3.047
  1993.343      2.781
  1993.346      2.558
  1993.348      2.438
  1993.351      2.386
  1993.354      2.381
  1993.357      2.391
  1993.359      2.416
  1993.362      2.470
  1993.365      2.517
  1993.368      2.570
  1993.370      2.620
  1993.373      2.591
  1993.376      2.519
  1993.379      2.449
  1993.381      2.337
  1993.384      2.214
  1993.387      2.164
  1993.389      2.150
  1993.392      2.120
  1993.395      2.220
  1993.398      2.424
  1993.400      2.596
  1993.403      2.744
  1993.406      2.861
  1993.409      2.891
  1993.411      2.772
  1993.414      2.588
  1993.417      2.276
  1993.420      2.061
  1993.422      2.061
  1993.425      1.918
  1993.428      1.835
  1993.431      1.910
  1993.433      2.017
  1993.436      2.118
  1993.439      2.183
  1993.441      2.248
  1993.444      2.273
  1993.447      2.243
  1993.450      2.133
  1993.452      2.015
  1993.455      1.928
  1993.458      1.822
  1993.461      1.729
  1993.463      1.689
  1993.466      1.702
  1993.469      1.773
  1993.472      1.910
  1993.474      2.087
  1993.477      2.238
  1993.480      2.312
  1993.483      2.361
  1993.485      2.299
  1993.488      2.047
  1993.491      1.817
  1993.493      1.669
  1993.496      1.540
  1993.499      1.473
  1993.502      1.411
  1993.504      1.361
  1993.507      1.445
  1993.510      1.527
  1993.513      1.585
  1993.515      1.616
  1993.518      1.645
  1993.521      1.616
  1993.524      1.524
  1993.526      1.481
  1993.529      1.420
  1993.532      1.368
  1993.535      1.311
  1993.537      1.275
  1993.540      1.265
  1993.543      1.317
  1993.546      1.464
  1993.548      1.672
  1993.551      1.917
  1993.554      2.151
  1993.556      2.277
  1993.559      2.245
  1993.562      2.091
  1993.565      1.896
  1993.567      1.653
  1993.570      1.464
  1993.573      1.426
  1993.576      1.472
  1993.578      1.526
  1993.581      1.553
  1993.584      1.651
  1993.587      1.804
  1993.589      1.912
  1993.592      1.999
  1993.595      2.042
  1993.598      1.982
  1993.600      1.854
  1993.603      1.726
  1993.606      1.629
  1993.608      1.511
  1993.611      1.413
  1993.614      1.448
  1993.617      1.580
  1993.619      1.736
  1993.622      1.931
  1993.625      2.171
  1993.628      2.328
  1993.630      2.496
  1993.633      2.638
  1993.636      2.521
  1993.639      2.302
  1993.641      2.081
  1993.644      1.861
  1993.647      1.700
  1993.650      1.609
  1993.652      1.589
  1993.655      1.626
  1993.658      1.706
  1993.661      1.813
  1993.663      1.927
  1993.666      2.030
  1993.669      2.119
  1993.671      2.147
  1993.674      2.067
  1993.677      1.946
  1993.680      1.848
  1993.682      1.796
  1993.685      1.759
  1993.688      1.718
  1993.691      1.746
  1993.693      1.879
  1993.696      2.079
  1993.699      2.315
  1993.702      2.572
  1993.704      2.739
  1993.707      2.831
  1993.710      2.818
  1993.713      2.631
  1993.715      2.416
  1993.718      2.189
  1993.721      2.035
  1993.723      2.007
  1993.726      2.035
  1993.729      2.113
  1993.732      2.198
  1993.734      2.272
  1993.737      2.352
  1993.740      2.411
  1993.743      2.421
  1993.745      2.384
  1993.748      2.334
  1993.751      2.269
  1993.754      2.163
  1993.756      2.102
  1993.759      2.095
  1993.762      2.118
  1993.765      2.205
  1993.767      2.291
  1993.770      2.408
  1993.773      2.564
  1993.775      2.794
  1993.778      3.056
  1993.781      3.228
  1993.784      3.307
  1993.786      3.236
  1993.789      3.035
  1993.792      2.747
  1993.795      2.498
  1993.797      2.379
  1993.800      2.348
  1993.803      2.390
  1993.806      2.472
  1993.808      2.575
  1993.811      2.663
  1993.814      2.704
  1993.817      2.745
  1993.819      2.763
  1993.822      2.730
  1993.825      2.652
  1993.828      2.572
  1993.830      2.463
  1993.833      2.285
  1993.836      2.196
  1993.838      2.172
  1993.841      2.213
  1993.844      2.276
  1993.847      2.371
  1993.849      2.569
  1993.852      2.800
  1993.855      3.005
  1993.858      3.105
  1993.860      3.094
  1993.863      2.964
  1993.866      2.777
  1993.869      2.553
  1993.871      2.335
  1993.874      2.219
  1993.877      2.219
  1993.880      2.273
  1993.882      2.336
  1993.885      2.401
  1993.888      2.436
  1993.890      2.458
  1993.893      2.482
  1993.896      2.456
  1993.899      2.367
  1993.901      2.257
  1993.904      2.171
  1993.907      2.084
  1993.910      1.933
  1993.912      1.806
  1993.915      1.793
  1993.918      1.851
  1993.921      1.955
  1993.923      2.106
  1993.926      2.302
  1993.929      2.487
  1993.932      2.639
  1993.934      2.748
  1993.937      2.701
  1993.940      2.557
  1993.943      2.475
  1993.945      2.334
  1993.948      2.158
  1993.951      2.157
  1993.953      2.276
  1993.956      2.421
  1993.959      2.560
  1993.962      2.616
  1993.964      2.620
  1993.967      2.607
  1993.970      2.611
  1993.973      2.590
  1993.975      2.489
  1993.978      2.384
  1993.981      2.289
  1993.984      2.193
  1993.986      2.116
  1993.989      2.093
  1993.992      2.148
  1993.995      2.281
  1993.997      2.461
  1994.000      2.640
  1994.003      2.768
  1994.005      2.812
  1994.008      2.763
  1994.011      2.636
  1994.014      2.475
  1994.016      2.308
  1994.019      2.149
  1994.022      2.030
  1994.025      1.973
  1994.027      1.995
  1994.030      2.106
  1994.033      2.252
  1994.036      2.352
  1994.038      2.368
  1994.041      2.324
  1994.044      2.276
  1994.047      2.225
  1994.049      2.130
  1994.052      2.027
  1994.055      1.968
  1994.057      1.933
  1994.060      1.920
  1994.063      1.943
  1994.066      2.016
  1994.068      2.166
  1994.071      2.385
  1994.074      2.615
  1994.077      2.763
  1994.079      2.793
  1994.082      2.766
  1994.085      2.688
  1994.088      2.531
  1994.090      2.324
  1994.093      2.125
  1994.096      1.981
  1994.099      1.896
  1994.101      1.905
  1994.104      2.008
  1994.107      2.171
  1994.110      2.264
  1994.112      2.292
  1994.115      2.335
  1994.118      2.308
  1994.120      2.327
  1994.123      2.310
  1994.126      2.182
  1994.129      2.124
  1994.131      2.090
  1994.134      2.013
  1994.137      1.993
  1994.140      2.096
  1994.142      2.246
  1994.145      2.440
  1994.148      2.720
  1994.151      3.017
  1994.153      3.255
  1994.156      3.381
  1994.159      3.367
  1994.162      3.236
  1994.164      3.059
  1994.167      2.888
  1994.170      2.729
  1994.172      2.590
  1994.175      2.491
  1994.178      2.450
  1994.181      2.476
  1994.183      2.591
  1994.186      2.693
  1994.189      2.666
  1994.192      2.605
  1994.194      2.549
  1994.197      2.459
  1994.200      2.350
  1994.203      2.282
  1994.205      2.210
  1994.208      2.115
  1994.211      2.094
