! year          LOD
! [a]           [ms]
  2002.917      1.256
  2002.920      1.041
  2002.923      0.759
  2002.925      0.477
  2002.928      0.311
  2002.931      0.345
  2002.934      0.466
  2002.936      0.601
  2002.939      0.768
  2002.942      0.930
  2002.945      1.029
  2002.947      1.049
  2002.950      1.049
  2002.953      0.935
  2002.956      0.793
  2002.958      0.634
  2002.961      0.484
  2002.964      0.285
  2002.966      0.166
  2002.969      0.188
  2002.972      0.208
  2002.975      0.332
  2002.977      0.548
  2002.980      0.838
  2002.983      1.086
  2002.986      1.209
  2002.988      1.194
  2002.991      1.089
  2002.994      0.850
  2002.997      0.637
  2002.999      0.451
  2003.002      0.322
  2003.005      0.296
  2003.008      0.359
  2003.010      0.469
  2003.013      0.612
  2003.016      0.761
  2003.018      0.863
  2003.021      0.869
  2003.024      0.921
  2003.027      0.918
  2003.029      0.822
  2003.032      0.736
  2003.035      0.592
  2003.038      0.424
  2003.040      0.296
  2003.043      0.150
  2003.046      0.180
  2003.049      0.379
  2003.051      0.512
  2003.054      0.589
  2003.057      0.742
  2003.060      0.876
  2003.062      0.949
  2003.065      0.837
  2003.068      0.614
  2003.070      0.448
  2003.073      0.228
  2003.076      0.008
  2003.079     -0.067
  2003.081     -0.040
  2003.084     -0.018
  2003.087      0.185
  2003.090      0.388
  2003.092      0.591
  2003.095      0.746
  2003.098      0.822
  2003.101      0.749
  2003.103      0.687
  2003.106      0.532
  2003.109      0.428
  2003.112      0.311
  2003.114      0.235
  2003.117      0.254
  2003.120      0.321
  2003.123      0.362
  2003.125      0.560
  2003.128      0.814
  2003.131      1.036
  2003.133      1.218
  2003.136      1.263
  2003.139      1.225
  2003.142      1.031
  2003.144      0.685
  2003.147      0.453
  2003.150      0.357
  2003.153      0.230
  2003.155      0.166
  2003.158      0.225
  2003.161      0.310
  2003.164      0.471
  2003.166      0.615
  2003.169      0.662
  2003.172      0.688
  2003.175      0.705
  2003.177      0.705
  2003.180      0.619
  2003.183      0.547
  2003.185      0.435
  2003.188      0.354
  2003.191      0.316
  2003.194      0.315
  2003.196      0.393
  2003.199      0.554
  2003.202      0.815
  2003.205      1.197
  2003.207      1.430
  2003.210      1.536
  2003.213      1.497
  2003.216      1.288
  2003.218      0.993
  2003.221      0.630
  2003.224      0.391
  2003.227      0.298
  2003.229      0.215
  2003.232      0.300
  2003.235      0.441
  2003.238      0.593
  2003.240      0.785
  2003.243      0.888
  2003.246      0.921
  2003.248      1.007
  2003.251      0.993
  2003.254      0.861
  2003.257      0.823
  2003.259      0.665
  2003.262      0.503
  2003.265      0.409
  2003.268      0.322
  2003.270      0.341
  2003.273      0.439
  2003.276      0.637
  2003.279      0.920
  2003.281      1.235
  2003.284      1.444
  2003.287      1.501
  2003.290      1.294
  2003.292      1.038
  2003.295      0.690
  2003.298      0.324
  2003.300      0.081
  2003.303     -0.000
  2003.306      0.074
  2003.309      0.144
  2003.311      0.342
  2003.314      0.463
  2003.317      0.616
  2003.320      0.706
  2003.322      0.761
  2003.325      0.749
  2003.328      0.630
  2003.331      0.461
  2003.333      0.265
  2003.336      0.093
  2003.339     -0.102
  2003.342     -0.099
  2003.344     -0.105
  2003.347     -0.027
  2003.350      0.158
  2003.352      0.389
  2003.355      0.629
  2003.358      0.908
  2003.361      1.134
  2003.363      1.198
  2003.366      1.121
  2003.369      0.848
  2003.372      0.502
  2003.374      0.236
  2003.377      0.122
  2003.380      0.162
  2003.383      0.235
  2003.385      0.386
  2003.388      0.501
  2003.391      0.609
  2003.394      0.662
  2003.396      0.662
  2003.399      0.569
  2003.402      0.461
  2003.405      0.319
  2003.407      0.154
  2003.410     -0.053
  2003.413     -0.206
  2003.415     -0.344
  2003.418     -0.443
  2003.421     -0.476
  2003.424     -0.428
  2003.426     -0.251
  2003.429      0.026
  2003.432      0.275
  2003.435      0.489
  2003.437      0.529
  2003.440      0.420
  2003.443      0.191
  2003.446     -0.108
  2003.448     -0.434
  2003.451     -0.651
  2003.454     -0.726
  2003.457     -0.646
  2003.459     -0.506
  2003.462     -0.342
  2003.465     -0.154
  2003.467     -0.068
  2003.470     -0.026
  2003.473     -0.074
  2003.476     -0.200
  2003.478     -0.320
  2003.481     -0.473
  2003.484     -0.608
  2003.487     -0.797
  2003.489     -0.882
  2003.492     -0.907
  2003.495     -0.871
  2003.498     -0.780
  2003.500     -0.641
  2003.503     -0.468
  2003.506     -0.311
  2003.509     -0.172
  2003.511     -0.134
  2003.514     -0.196
  2003.517     -0.383
  2003.520     -0.592
  2003.522     -0.844
  2003.525     -0.972
  2003.528     -0.977
  2003.530     -0.900
  2003.533     -0.752
  2003.536     -0.531
  2003.539     -0.295
  2003.541     -0.143
  2003.544     -0.112
  2003.547     -0.108
  2003.550     -0.199
  2003.552     -0.286
  2003.555     -0.415
  2003.558     -0.525
  2003.561     -0.636
  2003.563     -0.661
  2003.566     -0.620
  2003.569     -0.584
  2003.572     -0.514
  2003.574     -0.299
  2003.577     -0.066
  2003.580      0.123
  2003.582      0.287
  2003.585      0.376
  2003.588      0.347
  2003.591      0.181
  2003.593     -0.062
  2003.596     -0.282
  2003.599     -0.525
  2003.602     -0.630
  2003.604     -0.564
  2003.607     -0.387
  2003.610     -0.213
  2003.613      0.001
  2003.615      0.177
  2003.618      0.275
  2003.621      0.311
  2003.624      0.308
  2003.626      0.177
  2003.629     -0.047
  2003.632     -0.270
  2003.634     -0.447
  2003.637     -0.567
  2003.640     -0.620
  2003.643     -0.629
  2003.645     -0.538
  2003.648     -0.369
  2003.651     -0.084
  2003.654      0.334
  2003.656      0.552
  2003.659      0.729
  2003.662      0.829
  2003.665      0.593
  2003.667      0.345
  2003.670      0.062
  2003.673     -0.164
  2003.676     -0.291
  2003.678     -0.320
  2003.681     -0.233
  2003.684     -0.120
  2003.687      0.087
  2003.689      0.258
  2003.692      0.388
  2003.695      0.375
  2003.697      0.316
  2003.700      0.225
  2003.703      0.185
  2003.706      0.075
  2003.708     -0.032
  2003.711     -0.193
  2003.714     -0.286
  2003.717     -0.277
  2003.719     -0.252
  2003.722     -0.045
  2003.725      0.189
  2003.728      0.429
  2003.730      0.728
  2003.733      0.906
  2003.736      0.951
  2003.739      0.788
  2003.741      0.616
  2003.744      0.403
  2003.747      0.162
  2003.749     -0.025
  2003.752     -0.026
  2003.755      0.054
  2003.758      0.255
  2003.760      0.424
  2003.763      0.620
  2003.766      0.752
  2003.769      0.704
  2003.771      0.693
  2003.774      0.581
  2003.777      0.444
  2003.780      0.325
  2003.782      0.175
  2003.785      0.064
  2003.788     -0.053
  2003.791     -0.098
  2003.793     -0.044
  2003.796      0.147
  2003.799      0.434
  2003.802      0.676
  2003.804      0.960
  2003.807      1.222
  2003.810      1.356
  2003.812      1.283
  2003.815      1.048
  2003.818      0.678
  2003.821      0.326
  2003.823      0.045
  2003.826     -0.092
  2003.829     -0.078
  2003.832     -0.030
  2003.834      0.141
  2003.837      0.345
  2003.840      0.513
  2003.843      0.559
  2003.845      0.553
  2003.848      0.479
  2003.851      0.394
  2003.854      0.257
  2003.856      0.144
  2003.859      0.048
  2003.862     -0.047
  2003.864     -0.026
  2003.867      0.018
  2003.870      0.097
  2003.873      0.262
  2003.875      0.497
  2003.878      0.683
  2003.881      0.850
  2003.884      1.009
  2003.886      1.077
  2003.889      1.064
  2003.892      0.796
  2003.895      0.520
  2003.897      0.237
  2003.900     -0.004
  2003.903     -0.062
  2003.906      0.022
  2003.908      0.194
  2003.911      0.345
  2003.914      0.445
  2003.916      0.544
  2003.919      0.501
  2003.922      0.457
  2003.925      0.330
  2003.927      0.243
  2003.930      0.060
  2003.933     -0.090
  2003.936     -0.285
  2003.938     -0.409
  2003.941     -0.377
  2003.944     -0.339
  2003.947     -0.210
  2003.949     -0.076
  2003.952      0.147
  2003.955      0.332
  2003.958      0.618
  2003.960      0.774
  2003.963      0.836
  2003.966      0.793
  2003.969      0.566
  2003.971      0.321
  2003.974      0.124
  2003.977      0.051
  2003.979      0.117
  2003.982      0.253
  2003.985      0.392
  2003.988      0.521
  2003.990      0.591
  2003.993      0.580
  2003.996      0.525
  2003.999      0.466
  2004.001      0.417
  2004.004      0.268
  2004.007      0.089
  2004.010     -0.048
  2004.012     -0.135
  2004.015     -0.046
  2004.018      0.084
  2004.021      0.243
  2004.023      0.490
  2004.026      0.745
  2004.029      1.010
  2004.031      1.199
  2004.034      1.267
  2004.037      1.224
  2004.040      1.077
  2004.042      0.818
  2004.045      0.583
  2004.048      0.360
  2004.051      0.192
  2004.053      0.198
  2004.056      0.294
  2004.059      0.431
  2004.062      0.608
  2004.064      0.771
  2004.067      0.836
  2004.070      0.806
  2004.073      0.704
  2004.075      0.488
  2004.078      0.248
  2004.081      0.029
  2004.084     -0.108
  2004.086     -0.200
  2004.089     -0.260
  2004.092     -0.234
  2004.094     -0.160
  2004.097      0.038
  2004.100      0.272
  2004.103      0.549
  2004.105      0.741
  2004.108      0.887
  2004.111      0.949
  2004.114      0.878
  2004.116      0.685
  2004.119      0.460
  2004.122      0.234
  2004.125      0.115
  2004.127      0.053
  2004.130      0.169
  2004.133      0.382
  2004.136      0.599
  2004.138      0.806
  2004.141      1.011
  2004.144      1.105
  2004.146      1.025
  2004.149      0.895
  2004.152      0.664
  2004.155      0.532
  2004.157      0.269
  2004.160      0.021
  2004.163     -0.106
  2004.166     -0.153
  2004.168     -0.125
  2004.171      0.085
  2004.174      0.267
  2004.177      0.487
  2004.179      0.740
  2004.182      0.920
  2004.185      0.944
  2004.188      0.843
  2004.190      0.597
  2004.193      0.329
  2004.196      0.145
  2004.198     -0.017
  2004.201     -0.041
  2004.204      0.062
  2004.207      0.215
  2004.209      0.470
  2004.212      0.735
  2004.215      0.981
  2004.218      1.157
  2004.220      1.159
  2004.223      1.142
  2004.226      1.043
  2004.229      0.872
  2004.231      0.761
  2004.234      0.569
  2004.237      0.418
  2004.240      0.338
  2004.242      0.417
  2004.245      0.550
  2004.248      0.741
  2004.251      0.943
  2004.253      1.211
  2004.256      1.444
  2004.259      1.552
  2004.261      1.531
  2004.264      1.353
  2004.267      1.065
  2004.270      0.771
  2004.272      0.535
  2004.275      0.353
  2004.278      0.306
  2004.281      0.449
  2004.283      0.696
  2004.286      0.883
  2004.289      1.016
  2004.292      1.062
  2004.294      0.997
  2004.297      0.907
  2004.300      0.753
  2004.303      0.455
  2004.305      0.220
  2004.308      0.005
  2004.311     -0.146
  2004.313     -0.248
  2004.316     -0.195
  2004.319     -0.058
  2004.322      0.126
  2004.324      0.344
  2004.327      0.606
  2004.330      0.909
  2004.333      1.043
  2004.335      1.146
  2004.338      1.117
  2004.341      0.955
  2004.344      0.736
  2004.346      0.514
  2004.349      0.359
  2004.352      0.323
  2004.355      0.418
  2004.357      0.583
  2004.360      0.735
  2004.363      0.894
  2004.366      1.009
  2004.368      1.039
  2004.371      0.991
  2004.374      0.883
  2004.376      0.717
  2004.379      0.488
  2004.382      0.298
  2004.385      0.122
  2004.387     -0.025
  2004.390     -0.092
  2004.393     -0.101
  2004.396     -0.008
  2004.398      0.102
  2004.401      0.257
  2004.404      0.439
  2004.407      0.499
  2004.409      0.540
  2004.412      0.535
  2004.415      0.411
  2004.418      0.173
  2004.420     -0.086
  2004.423     -0.245
  2004.426     -0.321
  2004.428     -0.241
  2004.431     -0.041
  2004.434      0.158
  2004.437      0.342
  2004.439      0.418
  2004.442      0.468
  2004.445      0.435
  2004.448      0.363
  2004.450      0.198
  2004.453     -0.064
  2004.456     -0.304
  2004.459     -0.510
  2004.461     -0.555
  2004.464     -0.566
  2004.467     -0.554
  2004.470     -0.494
  2004.472     -0.368
  2004.475     -0.189
  2004.478     -0.001
  2004.480      0.173
  2004.483      0.209
  2004.486      0.170
  2004.489      0.062
  2004.491     -0.097
  2004.494     -0.325
  2004.497     -0.528
  2004.500     -0.702
  2004.502     -0.787
  2004.505     -0.657
  2004.508     -0.407
  2004.511     -0.210
  2004.513     -0.113
  2004.516     -0.100
  2004.519     -0.164
  2004.522     -0.309
  2004.524     -0.482
  2004.527     -0.624
  2004.530     -0.817
  2004.533     -1.008
  2004.535     -1.067
  2004.538     -1.061
  2004.541     -0.975
  2004.543     -0.836
  2004.546     -0.671
  2004.549     -0.471
  2004.552     -0.236
  2004.554     -0.050
  2004.557      0.047
  2004.560      0.068
  2004.563      0.015
  2004.565     -0.152
  2004.568     -0.380
  2004.571     -0.601
  2004.574     -0.757
  2004.576     -0.718
  2004.579     -0.584
  2004.582     -0.292
  2004.585      0.004
  2004.587      0.178
  2004.590      0.257
  2004.593      0.198
  2004.595      0.103
  2004.598     -0.011
  2004.601     -0.151
  2004.604     -0.347
  2004.606     -0.521
  2004.609     -0.589
  2004.612     -0.627
  2004.615     -0.617
  2004.617     -0.521
  2004.620     -0.371
  2004.623     -0.137
  2004.626      0.089
  2004.628      0.327
  2004.631      0.471
  2004.634      0.556
  2004.637      0.490
  2004.639      0.306
  2004.642      0.081
  2004.645     -0.117
  2004.648     -0.259
  2004.650     -0.341
  2004.653     -0.309
  2004.656     -0.177
  2004.658      0.087
  2004.661      0.391
  2004.664      0.533
  2004.667      0.574
  2004.669      0.475
  2004.672      0.292
  2004.675      0.044
  2004.678     -0.247
  2004.680     -0.484
  2004.683     -0.697
  2004.686     -0.782
  2004.689     -0.796
  2004.691     -0.649
  2004.694     -0.471
  2004.697     -0.120
  2004.700      0.194
  2004.702      0.401
  2004.705      0.608
  2004.708      0.685
  2004.710      0.625
  2004.713      0.422
  2004.716      0.163
  2004.719     -0.064
  2004.721     -0.202
  2004.724     -0.310
  2004.727     -0.243
  2004.730     -0.058
  2004.732      0.201
  2004.735      0.431
  2004.738      0.666
  2004.741      0.793
  2004.743      0.775
  2004.746      0.626
  2004.749      0.452
  2004.752      0.302
  2004.754      0.136
  2004.757      0.034
  2004.760      0.018
  2004.762      0.054
  2004.765      0.143
  2004.768      0.202
  2004.771      0.340
  2004.773      0.531
  2004.776      0.756
  2004.779      0.944
  2004.782      1.093
  2004.784      1.128
  2004.787      0.987
  2004.790      0.768
  2004.793      0.461
  2004.795      0.164
  2004.798      0.012
  2004.801      0.024
  2004.804      0.141
  2004.806      0.331
  2004.809      0.542
  2004.812      0.744
  2004.815      0.871
  2004.817      0.866
  2004.820      0.857
  2004.823      0.740
  2004.825      0.526
  2004.828      0.256
  2004.831      0.087
  2004.834      0.006
  2004.836     -0.021
  2004.839     -0.006
  2004.842      0.113
  2004.845      0.261
  2004.847      0.519
  2004.850      0.767
  2004.853      1.032
  2004.856      1.210
  2004.858      1.318
  2004.861      1.273
  2004.864      1.107
  2004.867      0.854
  2004.869      0.560
  2004.872      0.363
  2004.875      0.331
  2004.877      0.431
  2004.880      0.594
  2004.883      0.827
  2004.886      1.018
  2004.888      1.128
  2004.891      1.128
  2004.894      1.068
  2004.897      0.883
  2004.899      0.684
  2004.902      0.467
  2004.905      0.192
  2004.908      0.068
  2004.910     -0.017
  2004.913     -0.036
  2004.916      0.057
  2004.919      0.210
  2004.921      0.361
  2004.924      0.561
  2004.927      0.772
  2004.930      0.934
  2004.932      1.079
  2004.935      1.094
  2004.938      0.955
  2004.940      0.720
  2004.943      0.478
  2004.946      0.288
  2004.949      0.179
  2004.951      0.250
  2004.954      0.508
  2004.957      0.713
  2004.960      0.922
  2004.962      1.041
  2004.965      1.050
  2004.968      0.994
  2004.971      0.812
  2004.973      0.542
  2004.976      0.369
  2004.979      0.159
  2004.982     -0.087
  2004.984     -0.138
  2004.987     -0.143
  2004.990     -0.120
  2004.992     -0.017
  2004.995      0.113
  2004.998      0.351
  2005.001      0.535
  2005.003      0.694
  2005.006      0.811
  2005.009      0.845
  2005.012      0.770
  2005.014      0.602
  2005.017      0.365
  2005.020      0.192
  2005.023      0.146
  2005.025      0.223
  2005.028      0.420
  2005.031      0.716
  2005.034      0.981
  2005.036      1.180
  2005.039      1.215
  2005.042      1.173
  2005.044      1.034
  2005.047      0.835
  2005.050      0.598
  2005.053      0.395
  2005.055      0.257
  2005.058      0.133
  2005.061      0.067
  2005.064      0.044
  2005.066      0.030
  2005.069      0.173
  2005.072      0.397
  2005.075      0.562
  2005.077      0.666
  2005.080      0.696
  2005.083      0.736
  2005.086      0.718
  2005.088      0.614
  2005.091      0.425
  2005.094      0.231
  2005.097      0.186
  2005.099      0.271
  2005.102      0.418
  2005.105      0.663
  2005.107      1.002
  2005.110      1.287
  2005.113      1.542
  2005.116      1.579
  2005.118      1.426
  2005.121      1.194
  2005.124      0.955
  2005.127      0.646
  2005.129      0.415
  2005.132      0.379
  2005.135      0.464
  2005.138      0.586
  2005.140      0.727
  2005.143      0.917
  2005.146      1.093
  2005.149      1.317
  2005.151      1.525
  2005.154      1.692
  2005.157      1.722
  2005.159      1.636
  2005.162      1.560
  2005.165      1.374
  2005.168      1.189
  2005.170      1.036
  2005.173      0.961
  2005.176      0.930
  2005.179      1.004
  2005.181      1.166
  2005.184      1.337
  2005.187      1.465
  2005.190      1.526
  2005.192      1.480
  2005.195      1.272
  2005.198      0.978
  2005.201      0.605
  2005.203      0.291
  2005.206      0.099
  2005.209      0.028
  2005.211      0.062
  2005.214      0.143
  2005.217      0.236
  2005.220      0.403
  2005.222      0.713
  2005.225      0.987
  2005.228      1.180
  2005.231      1.221
  2005.233      1.152
  2005.236      1.014
  2005.239      0.813
  2005.242      0.515
  2005.244      0.252
  2005.247      0.069
  2005.250      0.114
  2005.253      0.323
  2005.255      0.602
  2005.258      0.891
  2005.261      1.089
  2005.264      1.229
  2005.266      1.290
  2005.269      1.182
  2005.272      0.904
  2005.274      0.583
  2005.277      0.345
  2005.280      0.231
  2005.283      0.209
  2005.285      0.257
  2005.288      0.368
  2005.291      0.533
  2005.294      0.719
  2005.296      0.945
  2005.299      1.130
  2005.302      1.319
  2005.305      1.405
  2005.307      1.461
  2005.310      1.386
  2005.313      1.239
  2005.316      0.979
  2005.318      0.702
  2005.321      0.508
  2005.324      0.427
  2005.326      0.541
  2005.329      0.744
  2005.332      0.982
  2005.335      1.227
  2005.337      1.369
  2005.340      1.378
  2005.343      1.301
  2005.346      1.145
  2005.348      0.926
  2005.351      0.678
  2005.354      0.441
  2005.357      0.301
  2005.359      0.244
  2005.362      0.266
  2005.365      0.301
  2005.368      0.440
  2005.370      0.620
  2005.373      0.813
  2005.376      0.934
  2005.379      0.999
  2005.381      1.009
  2005.384      0.952
  2005.387      0.777
  2005.389      0.499
  2005.392      0.120
  2005.395     -0.162
  2005.398     -0.299
  2005.400     -0.236
  2005.403     -0.009
  2005.406      0.191
  2005.409      0.428
  2005.411      0.655
  2005.414      0.708
  2005.417      0.639
  2005.420      0.452
  2005.422      0.185
  2005.425     -0.042
  2005.428     -0.227
  2005.431     -0.402
  2005.433     -0.543
  2005.436     -0.567
  2005.439     -0.472
  2005.441     -0.357
  2005.444     -0.228
  2005.447     -0.095
  2005.450      0.055
  2005.452      0.218
  2005.455      0.357
  2005.458      0.407
  2005.461      0.291
  2005.463      0.075
  2005.466     -0.192
  2005.469     -0.381
  2005.472     -0.511
  2005.474     -0.478
  2005.477     -0.319
  2005.480     -0.052
  2005.483      0.181
  2005.485      0.318
  2005.488      0.325
  2005.491      0.216
  2005.493      0.021
  2005.496     -0.221
  2005.499     -0.469
  2005.502     -0.804
  2005.504     -1.017
  2005.507     -1.081
  2005.510     -1.024
  2005.513     -0.918
  2005.515     -0.815
  2005.518     -0.665
  2005.521     -0.447
  2005.524     -0.265
  2005.526     -0.102
  2005.529     -0.021
  2005.532     -0.037
  2005.535     -0.139
  2005.537     -0.278
  2005.540     -0.493
  2005.543     -0.666
  2005.546     -0.790
  2005.548     -0.837
  2005.551     -0.753
  2005.554     -0.456
  2005.556     -0.072
  2005.559      0.263
  2005.562      0.474
  2005.565      0.496
  2005.567      0.379
  2005.570      0.126
  2005.573     -0.105
  2005.576     -0.322
  2005.578     -0.544
  2005.581     -0.607
  2005.584     -0.660
  2005.587     -0.642
  2005.589     -0.566
  2005.592     -0.406
  2005.595     -0.205
  2005.598      0.051
  2005.600      0.250
  2005.603      0.394
  2005.606      0.412
  2005.608      0.369
  2005.611      0.222
  2005.614     -0.003
  2005.617     -0.239
  2005.619     -0.382
  2005.622     -0.415
  2005.625     -0.390
  2005.628     -0.245
  2005.630      0.044
  2005.633      0.392
  2005.636      0.669
  2005.639      0.712
  2005.641      0.552
  2005.644      0.291
  2005.647      0.025
  2005.650     -0.269
  2005.652     -0.557
  2005.655     -0.772
  2005.658     -0.907
  2005.661     -0.883
  2005.663     -0.772
  2005.666     -0.585
  2005.669     -0.304
  2005.671     -0.007
  2005.674      0.200
  2005.677      0.319
  2005.680      0.417
  2005.682      0.443
  2005.685      0.421
  2005.688      0.321
  2005.691      0.118
  2005.693     -0.094
  2005.696     -0.205
  2005.699     -0.113
  2005.702      0.109
  2005.704      0.351
  2005.707      0.737
  2005.710      1.079
  2005.713      1.249
  2005.715      1.287
  2005.718      1.106
  2005.721      0.826
  2005.723      0.491
  2005.726      0.205
  2005.729     -0.033
  2005.732     -0.163
  2005.734     -0.167
  2005.737     -0.124
  2005.740     -0.015
  2005.743      0.193
  2005.745      0.379
  2005.748      0.556
  2005.751      0.723
  2005.754      0.768
  2005.756      0.710
  2005.759      0.549
  2005.762      0.418
  2005.765      0.292
  2005.767      0.130
  2005.770      0.025
  2005.773      0.018
  2005.775      0.076
  2005.778      0.275
  2005.781      0.562
  2005.784      0.895
  2005.786      1.123
  2005.789      1.180
  2005.792      1.107
  2005.795      0.942
  2005.797      0.707
  2005.800      0.476
  2005.803      0.275
  2005.806      0.148
  2005.808      0.151
  2005.811      0.226
  2005.814      0.249
  2005.817      0.377
  2005.819      0.537
  2005.822      0.718
  2005.825      0.918
  2005.828      1.065
  2005.830      1.107
  2005.833      0.991
  2005.836      0.837
  2005.838      0.602
  2005.841      0.380
  2005.844      0.195
  2005.847      0.139
  2005.849      0.233
  2005.852      0.418
  2005.855      0.786
  2005.858      1.141
  2005.860      1.373
  2005.863      1.490
  2005.866      1.421
  2005.869      1.260
  2005.871      0.955
  2005.874      0.677
  2005.877      0.465
  2005.880      0.241
  2005.882      0.190
  2005.885      0.298
  2005.888      0.418
  2005.890      0.550
  2005.893      0.683
  2005.896      0.784
  2005.899      0.934
  2005.901      1.053
  2005.904      1.035
  2005.907      0.933
  2005.910      0.763
  2005.912      0.558
  2005.915      0.335
  2005.918      0.196
  2005.921      0.125
  2005.923      0.105
  2005.926      0.181
  2005.929      0.392
  2005.932      0.692
  2005.934      0.868
  2005.937      0.969
  2005.940      0.941
  2005.943      0.830
  2005.945      0.665
  2005.948      0.455
  2005.951      0.236
  2005.953      0.088
  2005.956      0.023
  2005.959      0.063
  2005.962      0.146
  2005.964      0.253
  2005.967      0.434
  2005.970      0.642
  2005.973      0.808
  2005.975      0.889
  2005.978      0.923
  2005.981      0.870
  2005.984      0.820
  2005.986      0.652
  2005.989      0.386
  2005.992      0.177
  2005.995      0.037
  2005.997      0.052
  2006.000      0.155
  2006.003      0.332
  2006.005      0.628
  2006.008      0.781
  2006.011      0.941
  2006.014      0.942
  2006.016      0.872
  2006.019      0.588
  2006.022      0.316
  2006.025      0.086
  2006.027     -0.085
  2006.030     -0.259
  2006.033     -0.270
  2006.036     -0.128
  2006.038      0.005
  2006.041      0.007
  2006.044      0.134
  2006.047      0.395
  2006.049      0.595
  2006.052      0.607
  2006.055      0.651
  2006.057      0.664
  2006.060      0.629
  2006.063      0.551
  2006.066      0.421
  2006.068      0.394
  2006.071      0.416
  2006.074      0.504
  2006.077      0.685
  2006.079      0.974
  2006.082      1.213
  2006.085      1.471
  2006.088      1.580
  2006.090      1.477
  2006.093      1.340
  2006.096      0.982
  2006.099      0.749
  2006.101      0.533
  2006.104      0.359
  2006.107      0.361
  2006.110      0.385
  2006.112      0.501
  2006.115      0.765
  2006.118      0.893
  2006.120      0.909
  2006.123      0.962
  2006.126      0.998
  2006.129      1.077
  2006.131      1.085
  2006.134      0.981
  2006.137      0.880
  2006.140      0.674
  2006.142      0.503
  2006.145      0.340
  2006.148      0.411
  2006.151      0.587
  2006.153      1.030
  2006.156      1.456
  2006.159      1.768
  2006.162      2.018
  2006.164      1.832
  2006.167      1.796
  2006.170      1.463
  2006.172      1.057
  2006.175      0.716
  2006.178      0.572
  2006.181      0.459
  2006.183      0.335
  2006.186      0.354
  2006.189      0.483
  2006.192      0.621
  2006.194      0.815
  2006.197      0.862
  2006.200      1.032
  2006.203      0.999
  2006.205      1.003
  2006.208      0.922
  2006.211      0.838
  2006.214      0.706
  2006.216      0.552
  2006.219      0.516
  2006.222      0.542
  2006.225      0.683
  2006.227      0.942
  2006.230      1.373
  2006.233      1.620
  2006.235      1.881
  2006.238      2.080
  2006.241      1.992
  2006.244      1.685
  2006.246      1.333
  2006.249      0.931
  2006.252      0.671
  2006.255      0.600
  2006.257      0.581
  2006.260      0.641
  2006.263      0.701
  2006.266      0.856
  2006.268      1.125
  2006.271      1.210
  2006.274      1.204
  2006.277      1.197
  2006.279      1.203
  2006.282      1.091
  2006.285      0.906
  2006.287      0.756
  2006.290      0.590
  2006.293      0.556
  2006.296      0.529
  2006.298      0.596
  2006.301      0.700
  2006.304      0.982
  2006.307      1.390
  2006.309      1.733
  2006.312      1.761
  2006.315      1.775
  2006.318      1.702
  2006.320      1.492
  2006.323      1.186
  2006.326      0.826
  2006.329      0.721
  2006.331      0.753
  2006.334      0.837
  2006.337      0.954
  2006.339      1.066
  2006.342      1.217
  2006.345      1.301
  2006.348      1.396
  2006.350      1.445
  2006.353      1.492
  2006.356      1.484
  2006.359      1.419
  2006.361      1.311
  2006.364      1.023
  2006.367      0.865
  2006.370      0.811
  2006.372      0.745
  2006.375      0.826
  2006.378      0.967
  2006.381      1.223
  2006.383      1.415
  2006.386      1.594
  2006.389      1.534
  2006.392      1.442
  2006.394      1.236
  2006.397      0.929
  2006.400      0.578
  2006.402      0.272
  2006.405      0.155
  2006.408      0.152
  2006.411      0.264
  2006.413      0.416
  2006.416      0.561
  2006.419      0.748
  2006.422      0.789
  2006.424      0.750
  2006.427      0.724
  2006.430      0.607
  2006.433      0.479
  2006.435      0.207
  2006.438     -0.036
  2006.441     -0.231
  2006.444     -0.383
  2006.446     -0.387
  2006.449     -0.182
  2006.452      0.006
  2006.454      0.306
  2006.457      0.589
  2006.460      0.834
  2006.463      0.914
  2006.465      0.803
  2006.468      0.573
  2006.471      0.379
  2006.474      0.142
  2006.476     -0.015
  2006.479     -0.085
  2006.482     -0.105
  2006.485      0.046
  2006.487      0.253
  2006.490      0.492
  2006.493      0.677
  2006.496      0.853
  2006.498      0.979
  2006.501      0.986
  2006.504      0.952
  2006.507      0.876
  2006.509      0.742
  2006.512      0.515
  2006.515      0.271
  2006.517      0.065
  2006.520     -0.021
  2006.523      0.037
  2006.526      0.154
  2006.528      0.440
  2006.531      0.754
  2006.534      1.051
  2006.537      1.125
  2006.539      1.058
  2006.542      0.850
  2006.545      0.560
  2006.548      0.274
  2006.550     -0.020
  2006.553     -0.162
  2006.556     -0.271
  2006.559     -0.266
  2006.561     -0.116
  2006.564      0.035
  2006.567      0.191
  2006.569      0.282
  2006.572      0.414
  2006.575      0.486
  2006.578      0.502
  2006.580      0.415
  2006.583      0.312
  2006.586      0.149
  2006.589      0.004
  2006.591     -0.139
  2006.594     -0.216
  2006.597     -0.184
  2006.600     -0.007
  2006.602      0.318
  2006.605      0.655
  2006.608      0.978
  2006.611      1.088
  2006.613      1.082
  2006.616      0.915
  2006.619      0.634
  2006.621      0.292
  2006.624      0.042
  2006.627     -0.158
  2006.630     -0.173
  2006.632     -0.136
  2006.635     -0.023
  2006.638      0.182
  2006.641      0.374
  2006.643      0.571
  2006.646      0.702
  2006.649      0.757
  2006.652      0.724
  2006.654      0.682
